pit_id,entry_id,lap,stint_from,stint_to,stationary_time_s,errors,error_time_s
2019_SIN_MARINA_OCO_02,2019_SIN_MARINA_OCO,32,S,M,18.716,False,0.0
2019_SIN_MARINA_OCO_03,2019_SIN_MARINA_OCO,52,H,H,19.223,False,0.0
2019_SIN_MARINA_GAS_01,2019_SIN_MARINA_GAS,12,H,H,14.611,False,0.0
2019_SIN_MARINA_GAS_02,2019_SIN_MARINA_GAS,32,S,M,20.734,False,0.0
2019_SIN_MARINA_GAS_03,2019_SIN_MARINA_GAS,52,S,M,20.244,False,0.0
2019_SIN_MARINA_ALB_01,2019_SIN_MARINA_ALB,12,H,H,17.266,False,0.0
2019_SIN_MARINA_ALB_02,2019_SIN_MARINA_ALB,25,S,S,24.248,False,0.0
2019_SIN_MARINA_ALB_03,2019_SIN_MARINA_ALB,39,H,H,32.44,False,0.0
2019_SIN_MARINA_ALB_04,2019_SIN_MARINA_ALB,52,M,H,18.55,False,0.0
2019_SIN_MARINA_TSU_01,2019_SIN_MARINA_TSU,12,H,H,22.359,True,4.567
2019_SIN_MARINA_TSU_02,2019_SIN_MARINA_TSU,32,H,S,13.875,False,0.0
2019_SIN_MARINA_TSU_03,2019_SIN_MARINA_TSU,52,S,S,12.957,False,0.0
2019_SIN_MARINA_HUL_01,2019_SIN_MARINA_HUL,12,S,H,18.628,False,0.0
2019_SIN_MARINA_HUL_02,2019_SIN_MARINA_HUL,32,M,M,24.803,False,0.0
2019_SIN_MARINA_HUL_03,2019_SIN_MARINA_HUL,52,H,S,21.129,False,0.0
2019_SIN_MARINA_BOT_01,2019_SIN_MARINA_BOT,12,M,H,25.946,False,0.0
2019_SIN_MARINA_BOT_02,2019_SIN_MARINA_BOT,32,S,H,21.429,False,0.0
2019_SIN_MARINA_BOT_03,2019_SIN_MARINA_BOT,52,S,S,15.186,False,0.0
2019_SIN_MARINA_MAG_01,2019_SIN_MARINA_MAG,12,H,M,17.683,False,0.0
2019_SIN_MARINA_MAG_02,2019_SIN_MARINA_MAG,32,S,H,23.44,False,0.0
2019_SIN_MARINA_MAG_03,2019_SIN_MARINA_MAG,52,H,M,20.447,False,0.0
2019_SIN_MARINA_ZHO_01,2019_SIN_MARINA_ZHO,12,M,S,22.244,False,0.0
2019_SIN_MARINA_ZHO_02,2019_SIN_MARINA_ZHO,52,M,H,16.839,False,0.0
2019_SIN_MARINA_SAR_01,2019_SIN_MARINA_SAR,12,H,H,18.214,False,0.0
2019_SIN_MARINA_SAR_02,2019_SIN_MARINA_SAR,25,H,S,16.194,False,0.0
2019_SIN_MARINA_SAR_03,2019_SIN_MARINA_SAR,39,H,M,18.044,False,0.0
2019_SIN_MARINA_SAR_04,2019_SIN_MARINA_SAR,52,M,H,18.944,False,0.0
2019_SIN_MARINA_LAW_01,2019_SIN_MARINA_LAW,12,S,S,21.246,False,0.0
2019_SIN_MARINA_LAW_02,2019_SIN_MARINA_LAW,52,M,H,22.514,False,0.0
2019_UK_SILVER_VER_01,2019_UK_SILVER_VER,10,H,H,16.855,False,0.0
2019_UK_SILVER_PER_01,2019_UK_SILVER_PER,10,H,M,17.551,False,0.0
2019_UK_SILVER_PER_02,2019_UK_SILVER_PER,44,H,H,17.626,False,0.0
2019_UK_SILVER_HAM_01,2019_UK_SILVER_HAM,10,M,S,25.763,True,4.38
2019_UK_SILVER_HAM_02,2019_UK_SILVER_HAM,27,S,S,18.558,False,0.0
2019_UK_SILVER_HAM_03,2019_UK_SILVER_HAM,44,S,M,17.815,False,0.0
2019_UK_SILVER_RUS_01,2019_UK_SILVER_RUS,10,S,S,17.871,False,0.0
2019_UK_SILVER_RUS_02,2019_UK_SILVER_RUS,27,H,S,13.653,False,0.0
2019_UK_SILVER_RUS_03,2019_UK_SILVER_RUS,44,M,M,16.562,False,0.0
2019_UK_SILVER_LEC_01,2019_UK_SILVER_LEC,10,H,M,18.573,False,0.0
2019_UK_SILVER_LEC_02,2019_UK_SILVER_LEC,44,S,S,26.012,False,0.0
2019_UK_SILVER_SAI_01,2019_UK_SILVER_SAI,10,S,S,17.593,False,0.0
2019_UK_SILVER_NOR_01,2019_UK_SILVER_NOR,10,S,S,19.033,True,4.215
2019_UK_SILVER_NOR_02,2019_UK_SILVER_NOR,44,S,S,22.054,False,0.0
2019_UK_SILVER_PIA_01,2019_UK_SILVER_PIA,10,H,S,15.23,False,0.0
2019_UK_SILVER_PIA_02,2019_UK_SILVER_PIA,44,M,S,13.559,False,0.0
2019_UK_SILVER_ALO_01,2019_UK_SILVER_ALO,10,S,S,14.055,False,0.0
2019_UK_SILVER_ALO_02,2019_UK_SILVER_ALO,44,M,H,19.26,False,0.0
2019_UK_SILVER_STR_01,2019_UK_SILVER_STR,10,S,H,17.278,False,0.0
2019_UK_SILVER_OCO_01,2019_UK_SILVER_OCO,10,S,H,22.179,False,0.0
2019_UK_SILVER_OCO_02,2019_UK_SILVER_OCO,44,S,M,25.92,True,4.728
2019_UK_SILVER_GAS_01,2019_UK_SILVER_GAS,10,M,S,27.041,True,6.029
2019_UK_SILVER_ALB_01,2019_UK_SILVER_ALB,10,H,H,24.498,True,3.904
2019_UK_SILVER_ALB_02,2019_UK_SILVER_ALB,44,M,H,19.789,False,0.0
2019_UK_SILVER_TSU_01,2019_UK_SILVER_TSU,10,S,M,18.513,False,0.0
2019_UK_SILVER_TSU_02,2019_UK_SILVER_TSU,44,H,M,17.633,False,0.0
2019_UK_SILVER_HUL_01,2019_UK_SILVER_HUL,10,M,M,15.158,False,0.0
2019_UK_SILVER_HUL_02,2019_UK_SILVER_HUL,27,M,M,18.774,False,0.0
2019_UK_SILVER_HUL_03,2019_UK_SILVER_HUL,44,H,H,12.639,False,0.0
2019_UK_SILVER_BOT_01,2019_UK_SILVER_BOT,10,H,S,18.134,False,0.0
2019_UK_SILVER_BOT_02,2019_UK_SILVER_BOT,44,S,M,18.685,False,0.0
2019_UK_SILVER_MAG_01,2019_UK_SILVER_MAG,10,S,H,18.482,False,0.0
2019_UK_SILVER_ZHO_01,2019_UK_SILVER_ZHO,10,S,S,23.732,False,0.0
2019_UK_SILVER_ZHO_02,2019_UK_SILVER_ZHO,44,H,H,20.034,False,0.0
2019_UK_SILVER_SAR_01,2019_UK_SILVER_SAR,10,M,H,21.329,False,0.0
2019_UK_SILVER_SAR_02,2019_UK_SILVER_SAR,27,H,H,16.725,False,0.0
2019_UK_SILVER_SAR_03,2019_UK_SILVER_SAR,44,M,M,18.275,False,0.0
2019_UK_SILVER_LAW_01,2019_UK_SILVER_LAW,10,S,S,18.932,False,0.0
2019_NET_ZANDVO_VER_01,2019_NET_ZANDVO_VER,14,H,S,23.322,False,0.0
2019_NET_ZANDVO_VER_02,2019_NET_ZANDVO_VER,29,M,S,15.843,False,0.0
2019_NET_ZANDVO_VER_03,2019_NET_ZANDVO_VER,45,M,S,16.194,False,0.0
2019_NET_ZANDVO_VER_04,2019_NET_ZANDVO_VER,61,M,M,16.149,False,0.0
2019_NET_ZANDVO_PER_01,2019_NET_ZANDVO_PER,14,M,M,22.486,True,5.034
2019_NET_ZANDVO_PER_02,2019_NET_ZANDVO_PER,29,S,M,18.787,False,0.0
2019_NET_ZANDVO_PER_03,2019_NET_ZANDVO_PER,45,S,M,13.214,False,0.0
2019_NET_ZANDVO_PER_04,2019_NET_ZANDVO_PER,61,S,M,23.287,False,0.0
2019_NET_ZANDVO_HAM_01,2019_NET_ZANDVO_HAM,14,H,S,15.156,False,0.0
2019_NET_ZANDVO_HAM_02,2019_NET_ZANDVO_HAM,37,H,S,20.487,False,0.0
2019_NET_ZANDVO_HAM_03,2019_NET_ZANDVO_HAM,61,S,M,21.535,False,0.0
2019_NET_ZANDVO_RUS_01,2019_NET_ZANDVO_RUS,14,S,H,26.009,False,0.0
2019_NET_ZANDVO_RUS_02,2019_NET_ZANDVO_RUS,37,S,M,16.417,False,0.0
2019_NET_ZANDVO_RUS_03,2019_NET_ZANDVO_RUS,61,H,H,22.019,False,0.0
2019_NET_ZANDVO_LEC_01,2019_NET_ZANDVO_LEC,14,M,S,13.004,False,0.0
2019_NET_ZANDVO_LEC_02,2019_NET_ZANDVO_LEC,37,S,M,22.028,False,0.0
2019_NET_ZANDVO_LEC_03,2019_NET_ZANDVO_LEC,61,H,H,23.648,False,0.0
2019_NET_ZANDVO_SAI_01,2019_NET_ZANDVO_SAI,14,M,M,26.702,False,0.0
2019_NET_ZANDVO_SAI_02,2019_NET_ZANDVO_SAI,61,H,H,26.996,False,0.0
2019_NET_ZANDVO_NOR_01,2019_NET_ZANDVO_NOR,14,S,M,13.827,False,0.0
2019_NET_ZANDVO_NOR_02,2019_NET_ZANDVO_NOR,37,M,S,20.338,False,0.0
2019_NET_ZANDVO_NOR_03,2019_NET_ZANDVO_NOR,61,H,M,15.957,False,0.0
2019_NET_ZANDVO_PIA_01,2019_NET_ZANDVO_PIA,14,H,H,17.097,False,0.0
2019_NET_ZANDVO_PIA_02,2019_NET_ZANDVO_PIA,37,S,M,15.895,False,0.0
2019_NET_ZANDVO_PIA_03,2019_NET_ZANDVO_PIA,61,H,M,21.184,False,0.0
2019_NET_ZANDVO_ALO_01,2019_NET_ZANDVO_ALO,14,M,H,19.959,False,0.0
2019_NET_ZANDVO_ALO_02,2019_NET_ZANDVO_ALO,37,S,S,17.031,False,0.0
2019_NET_ZANDVO_ALO_03,2019_NET_ZANDVO_ALO,61,M,S,15.118,False,0.0
2019_NET_ZANDVO_STR_01,2019_NET_ZANDVO_STR,14,H,H,21.272,False,0.0
2019_NET_ZANDVO_STR_02,2019_NET_ZANDVO_STR,37,M,H,13.54,False,0.0
2019_NET_ZANDVO_STR_03,2019_NET_ZANDVO_STR,61,M,H,14.098,False,0.0
2019_NET_ZANDVO_OCO_01,2019_NET_ZANDVO_OCO,14,H,H,21.885,False,0.0
2019_NET_ZANDVO_OCO_02,2019_NET_ZANDVO_OCO,37,M,H,16.407,False,0.0
2019_NET_ZANDVO_OCO_03,2019_NET_ZANDVO_OCO,61,H,M,17.576,False,0.0
2019_NET_ZANDVO_GAS_01,2019_NET_ZANDVO_GAS,14,H,S,17.505,False,0.0
2019_NET_ZANDVO_GAS_02,2019_NET_ZANDVO_GAS,61,S,H,16.886,False,0.0
2019_NET_ZANDVO_ALB_01,2019_NET_ZANDVO_ALB,14,M,H,17.78,False,0.0
2019_NET_ZANDVO_ALB_02,2019_NET_ZANDVO_ALB,29,M,H,14.603,False,0.0
2019_NET_ZANDVO_ALB_03,2019_NET_ZANDVO_ALB,45,S,S,24.613,False,0.0
2019_NET_ZANDVO_ALB_04,2019_NET_ZANDVO_ALB,61,S,H,17.603,False,0.0
2019_NET_ZANDVO_TSU_01,2019_NET_ZANDVO_TSU,14,S,M,29.436,True,2.347
2019_NET_ZANDVO_TSU_02,2019_NET_ZANDVO_TSU,37,S,M,20.661,False,0.0
2019_NET_ZANDVO_TSU_03,2019_NET_ZANDVO_TSU,61,S,H,18.784,False,0.0
2019_NET_ZANDVO_HUL_01,2019_NET_ZANDVO_HUL,14,M,H,25.938,True,3.433
2019_NET_ZANDVO_HUL_02,2019_NET_ZANDVO_HUL,29,S,S,11.621,False,0.0
2019_NET_ZANDVO_HUL_03,2019_NET_ZANDVO_HUL,45,M,S,27.669,False,0.0
2019_NET_ZANDVO_HUL_04,2019_NET_ZANDVO_HUL,61,S,S,20.756,False,0.0
2019_NET_ZANDVO_BOT_01,2019_NET_ZANDVO_BOT,14,M,H,18.958,False,0.0
2019_NET_ZANDVO_BOT_02,2019_NET_ZANDVO_BOT,37,S,S,15.609,False,0.0
2019_NET_ZANDVO_BOT_03,2019_NET_ZANDVO_BOT,61,S,M,18.122,False,0.0
2019_NET_ZANDVO_MAG_01,2019_NET_ZANDVO_MAG,14,H,M,20.11,False,0.0
2019_NET_ZANDVO_MAG_02,2019_NET_ZANDVO_MAG,37,S,M,19.034,False,0.0
2019_NET_ZANDVO_MAG_03,2019_NET_ZANDVO_MAG,61,S,H,18.784,False,0.0
2019_NET_ZANDVO_ZHO_01,2019_NET_ZANDVO_ZHO,14,H,M,19.926,False,0.0
2019_NET_ZANDVO_ZHO_02,2019_NET_ZANDVO_ZHO,37,S,M,22.828,False,0.0
2019_NET_ZANDVO_ZHO_03,2019_NET_ZANDVO_ZHO,61,H,H,21.332,False,0.0
2019_NET_ZANDVO_SAR_01,2019_NET_ZANDVO_SAR,14,S,H,19.372,False,0.0
2019_NET_ZANDVO_SAR_02,2019_NET_ZANDVO_SAR,37,M,S,25.674,True,4.335
2019_NET_ZANDVO_SAR_03,2019_NET_ZANDVO_SAR,61,H,M,18.697,False,0.0
2019_NET_ZANDVO_LAW_01,2019_NET_ZANDVO_LAW,14,M,H,13.584,False,0.0
2019_NET_ZANDVO_LAW_02,2019_NET_ZANDVO_LAW,37,H,M,23.072,False,0.0
2019_NET_ZANDVO_LAW_03,2019_NET_ZANDVO_LAW,61,H,S,21.016,False,0.0
2019_SAU_JEDDAH_VER_01,2019_SAU_JEDDAH_VER,10,H,M,16.642,False,0.0
2019_SAU_JEDDAH_VER_02,2019_SAU_JEDDAH_VER,26,H,S,20.595,False,0.0
2019_SAU_JEDDAH_VER_03,2019_SAU_JEDDAH_VER,42,H,M,21.319,False,0.0
2019_SAU_JEDDAH_PER_01,2019_SAU_JEDDAH_PER,10,H,M,23.048,False,0.0
2019_SAU_JEDDAH_HAM_01,2019_SAU_JEDDAH_HAM,10,H,S,16.954,False,0.0
2019_SAU_JEDDAH_HAM_02,2019_SAU_JEDDAH_HAM,42,H,H,16.065,False,0.0
2019_SAU_JEDDAH_RUS_01,2019_SAU_JEDDAH_RUS,10,M,H,17.684,False,0.0
2019_SAU_JEDDAH_RUS_02,2019_SAU_JEDDAH_RUS,42,S,H,29.667,False,0.0
2019_SAU_JEDDAH_LEC_01,2019_SAU_JEDDAH_LEC,10,M,M,13.675,False,0.0
2019_SAU_JEDDAH_SAI_01,2019_SAU_JEDDAH_SAI,10,M,S,16.774,False,0.0
2019_SAU_JEDDAH_SAI_02,2019_SAU_JEDDAH_SAI,42,S,M,17.371,False,0.0
2019_SAU_JEDDAH_NOR_01,2019_SAU_JEDDAH_NOR,10,M,H,20.674,False,0.0
2019_SAU_JEDDAH_NOR_02,2019_SAU_JEDDAH_NOR,42,H,M,22.763,False,0.0
2019_SAU_JEDDAH_PIA_01,2019_SAU_JEDDAH_PIA,10,M,H,21.407,False,0.0
2019_SAU_JEDDAH_PIA_02,2019_SAU_JEDDAH_PIA,42,M,S,20.628,False,0.0
2019_SAU_JEDDAH_ALO_01,2019_SAU_JEDDAH_ALO,10,M,H,15.94,False,0.0
2019_SAU_JEDDAH_ALO_02,2019_SAU_JEDDAH_ALO,42,S,S,20.131,False,0.0
2019_SAU_JEDDAH_STR_01,2019_SAU_JEDDAH_STR,10,M,M,19.257,False,0.0
2019_SAU_JEDDAH_STR_02,2019_SAU_JEDDAH_STR,42,H,M,17.194,False,0.0
2019_SAU_JEDDAH_OCO_01,2019_SAU_JEDDAH_OCO,10,S,M,21.552,False,0.0
2019_SAU_JEDDAH_OCO_02,2019_SAU_JEDDAH_OCO,26,H,M,17.736,False,0.0
2019_SAU_JEDDAH_OCO_03,2019_SAU_JEDDAH_OCO,42,M,S,15.572,False,0.0
2019_SAU_JEDDAH_GAS_01,2019_SAU_JEDDAH_GAS,10,M,M,17.378,False,0.0
2019_SAU_JEDDAH_GAS_02,2019_SAU_JEDDAH_GAS,42,S,H,15.973,False,0.0
2019_SAU_JEDDAH_ALB_01,2019_SAU_JEDDAH_ALB,10,H,S,14.359,False,0.0
2019_SAU_JEDDAH_ALB_02,2019_SAU_JEDDAH_ALB,42,S,H,27.079,True,7.978
2019_SAU_JEDDAH_TSU_01,2019_SAU_JEDDAH_TSU,10,S,H,15.147,False,0.0
2019_SAU_JEDDAH_TSU_02,2019_SAU_JEDDAH_TSU,42,H,S,17.07,False,0.0
2019_SAU_JEDDAH_HUL_01,2019_SAU_JEDDAH_HUL,10,M,S,24.059,False,0.0
2019_SAU_JEDDAH_HUL_02,2019_SAU_JEDDAH_HUL,42,S,S,13.383,False,0.0
2019_SAU_JEDDAH_BOT_01,2019_SAU_JEDDAH_BOT,10,H,M,20.409,False,0.0
2019_SAU_JEDDAH_BOT_02,2019_SAU_JEDDAH_BOT,42,M,S,19.871,False,0.0
2019_SAU_JEDDAH_MAG_01,2019_SAU_JEDDAH_MAG,10,S,H,16.435,False,0.0
2019_SAU_JEDDAH_MAG_02,2019_SAU_JEDDAH_MAG,42,S,M,17.809,False,0.0
2019_SAU_JEDDAH_ZHO_01,2019_SAU_JEDDAH_ZHO,10,S,M,17.121,False,0.0
2019_SAU_JEDDAH_ZHO_02,2019_SAU_JEDDAH_ZHO,42,H,H,20.181,False,0.0
2019_SAU_JEDDAH_SAR_01,2019_SAU_JEDDAH_SAR,10,M,S,14.995,False,0.0
2019_SAU_JEDDAH_SAR_02,2019_SAU_JEDDAH_SAR,26,H,M,19.621,False,0.0
2019_SAU_JEDDAH_SAR_03,2019_SAU_JEDDAH_SAR,42,M,H,19.174,False,0.0
2019_SAU_JEDDAH_LAW_01,2019_SAU_JEDDAH_LAW,10,S,M,16.46,False,0.0
2019_HUN_HUNGAR_VER_01,2019_HUN_HUNGAR_VER,14,M,H,14.175,False,0.0
2019_HUN_HUNGAR_VER_02,2019_HUN_HUNGAR_VER,59,H,S,16.751,False,0.0
2019_HUN_HUNGAR_PER_01,2019_HUN_HUNGAR_PER,14,S,M,20.097,False,0.0
2019_HUN_HUNGAR_PER_02,2019_HUN_HUNGAR_PER,59,M,M,17.091,False,0.0
2019_HUN_HUNGAR_HAM_01,2019_HUN_HUNGAR_HAM,14,M,H,17.443,False,0.0
2019_HUN_HUNGAR_HAM_02,2019_HUN_HUNGAR_HAM,59,S,H,17.369,False,0.0
2019_HUN_HUNGAR_RUS_01,2019_HUN_HUNGAR_RUS,14,S,S,17.878,False,0.0
2019_HUN_HUNGAR_RUS_02,2019_HUN_HUNGAR_RUS,59,M,M,24.556,True,7.535
2019_HUN_HUNGAR_LEC_01,2019_HUN_HUNGAR_LEC,14,S,M,19.224,False,0.0
2019_HUN_HUNGAR_LEC_02,2019_HUN_HUNGAR_LEC,59,M,M,16.197,False,0.0
2019_HUN_HUNGAR_SAI_01,2019_HUN_HUNGAR_SAI,14,H,S,13.491,False,0.0
2019_HUN_HUNGAR_SAI_02,2019_HUN_HUNGAR_SAI,59,M,M,19.634,False,0.0
2019_HUN_HUNGAR_NOR_01,2019_HUN_HUNGAR_NOR,14,S,H,13.475,False,0.0
2019_HUN_HUNGAR_NOR_02,2019_HUN_HUNGAR_NOR,59,M,H,24.93,True,7.067
2019_HUN_HUNGAR_PIA_01,2019_HUN_HUNGAR_PIA,14,S,M,19.831,False,0.0
2019_HUN_HUNGAR_PIA_02,2019_HUN_HUNGAR_PIA,59,H,S,16.661,False,0.0
2019_HUN_HUNGAR_ALO_01,2019_HUN_HUNGAR_ALO,14,H,S,19.006,False,0.0
2019_HUN_HUNGAR_ALO_02,2019_HUN_HUNGAR_ALO,59,H,S,17.769,False,0.0
2019_HUN_HUNGAR_STR_01,2019_HUN_HUNGAR_STR,14,S,S,21.998,False,0.0
2019_HUN_HUNGAR_STR_02,2019_HUN_HUNGAR_STR,59,S,M,23.641,False,0.0
2019_HUN_HUNGAR_OCO_01,2019_HUN_HUNGAR_OCO,14,H,S,16.04,False,0.0
2019_HUN_HUNGAR_GAS_01,2019_HUN_HUNGAR_GAS,14,M,M,22.274,False,0.0
2019_HUN_HUNGAR_GAS_02,2019_HUN_HUNGAR_GAS,59,S,M,12.414,False,0.0
2019_HUN_HUNGAR_ALB_01,2019_HUN_HUNGAR_ALB,14,S,H,16.854,False,0.0
2019_HUN_HUNGAR_ALB_02,2019_HUN_HUNGAR_ALB,36,M,M,23.339,True,7.548
2019_HUN_HUNGAR_ALB_03,2019_HUN_HUNGAR_ALB,59,M,H,15.834,False,0.0
2019_HUN_HUNGAR_TSU_01,2019_HUN_HUNGAR_TSU,14,M,S,19.139,False,0.0
2019_HUN_HUNGAR_TSU_02,2019_HUN_HUNGAR_TSU,59,S,H,20.361,False,0.0
2019_HUN_HUNGAR_HUL_01,2019_HUN_HUNGAR_HUL,14,M,S,20.7,False,0.0
2019_HUN_HUNGAR_HUL_02,2019_HUN_HUNGAR_HUL,59,M,H,14.409,False,0.0
2019_HUN_HUNGAR_BOT_01,2019_HUN_HUNGAR_BOT,14,S,H,19.73,False,0.0
2019_HUN_HUNGAR_BOT_02,2019_HUN_HUNGAR_BOT,59,S,M,17.858,False,0.0
2019_HUN_HUNGAR_MAG_01,2019_HUN_HUNGAR_MAG,14,S,S,16.298,False,0.0
2019_HUN_HUNGAR_MAG_02,2019_HUN_HUNGAR_MAG,59,M,M,20.308,False,0.0
2019_HUN_HUNGAR_ZHO_01,2019_HUN_HUNGAR_ZHO,14,S,H,18.606,False,0.0
2019_HUN_HUNGAR_ZHO_02,2019_HUN_HUNGAR_ZHO,36,M,S,16.878,False,0.0
2019_HUN_HUNGAR_ZHO_03,2019_HUN_HUNGAR_ZHO,59,S,H,20.732,False,0.0
2019_HUN_HUNGAR_SAR_01,2019_HUN_HUNGAR_SAR,14,H,H,17.447,False,0.0
2019_HUN_HUNGAR_SAR_02,2019_HUN_HUNGAR_SAR,59,H,H,14.266,False,0.0
2019_HUN_HUNGAR_LAW_01,2019_HUN_HUNGAR_LAW,14,S,H,23.402,True,7.609
2019_HUN_HUNGAR_LAW_02,2019_HUN_HUNGAR_LAW,59,M,M,17.717,False,0.0
2019_USA_LAS VE_VER_01,2019_USA_LAS VE_VER,10,S,H,18.675,False,0.0
2019_USA_LAS VE_VER_02,2019_USA_LAS VE_VER,26,H,H,17.389,False,0.0
2019_USA_LAS VE_VER_03,2019_USA_LAS VE_VER,42,M,H,19.989,False,0.0
2019_USA_LAS VE_RIC_01,2019_USA_LAS VE_RIC,10,S,S,21.698,False,0.0
2019_USA_LAS VE_RIC_02,2019_USA_LAS VE_RIC,26,H,M,19.082,False,0.0
2019_USA_LAS VE_RIC_03,2019_USA_LAS VE_RIC,42,H,H,18.189,False,0.0
2019_USA_LAS VE_HAM_01,2019_USA_LAS VE_HAM,10,M,H,17.544,False,0.0
2019_USA_LAS VE_HAM_02,2019_USA_LAS VE_HAM,42,H,M,16.824,False,0.0
2019_USA_LAS VE_RUS_01,2019_USA_LAS VE_RUS,10,S,H,13.995,False,0.0
2019_USA_LAS VE_RUS_02,2019_USA_LAS VE_RUS,26,S,M,17.308,False,0.0
2019_USA_LAS VE_RUS_03,2019_USA_LAS VE_RUS,42,M,H,16.841,False,0.0
2019_USA_LAS VE_DRI_01,2019_USA_LAS VE_DRI,10,H,S,28.691,True,3.991
2019_USA_LAS VE_DRI_02,2019_USA_LAS VE_DRI,20,M,H,23.26,False,0.0
2019_USA_LAS VE_DRI_03,2019_USA_LAS VE_DRI,31,M,H,24.309,True,7.585
2019_USA_LAS VE_DRI_04,2019_USA_LAS VE_DRI,42,H,H,14.291,False,0.0
2019_USA_LAS VE_SAI_01,2019_USA_LAS VE_SAI,10,H,S,22.157,False,0.0
2019_USA_LAS VE_SAI_02,2019_USA_LAS VE_SAI,20,S,S,23.028,True,6.383
2019_USA_LAS VE_SAI_03,2019_USA_LAS VE_SAI,31,M,S,21.138,False,0.0
2019_USA_LAS VE_SAI_04,2019_USA_LAS VE_SAI,42,M,S,22.652,False,0.0
2019_USA_LAS VE_DRI_01,2019_USA_LAS VE_DRI,10,S,M,18.764,False,0.0
2019_USA_LAS VE_DRI_02,2019_USA_LAS VE_DRI,20,S,S,21.639,False,0.0
2019_USA_LAS VE_DRI_03,2019_USA_LAS VE_DRI,31,S,M,15.678,False,0.0
2019_USA_LAS VE_DRI_04,2019_USA_LAS VE_DRI,42,S,M,32.44,True,5.249
2019_USA_LAS VE_MSC_01,2019_USA_LAS VE_MSC,10,M,S,19.318,False,0.0
2019_USA_LAS VE_MSC_02,2019_USA_LAS VE_MSC,42,S,M,24.382,False,0.0
2019_USA_LAS VE_ALO_01,2019_USA_LAS VE_ALO,10,M,M,23.653,False,0.0
2019_USA_LAS VE_ALO_02,2019_USA_LAS VE_ALO,26,H,S,21.428,False,0.0
2019_USA_LAS VE_ALO_03,2019_USA_LAS VE_ALO,42,H,M,16.212,False,0.0
2019_USA_LAS VE_STR_01,2019_USA_LAS VE_STR,10,H,M,15.609,False,0.0
2019_USA_LAS VE_STR_02,2019_USA_LAS VE_STR,26,H,H,16.273,False,0.0
2019_USA_LAS VE_STR_03,2019_USA_LAS VE_STR,42,H,H,16.866,False,0.0
2019_USA_LAS VE_MSC_01,2019_USA_LAS VE_MSC,10,M,S,20.289,False,0.0
2019_USA_LAS VE_MSC_02,2019_USA_LAS VE_MSC,42,M,M,18.58,False,0.0
2019_USA_LAS VE_GAS_01,2019_USA_LAS VE_GAS,10,H,S,27.094,False,0.0
2019_USA_LAS VE_GAS_02,2019_USA_LAS VE_GAS,26,H,S,24.558,True,2.866
2019_USA_LAS VE_GAS_03,2019_USA_LAS VE_GAS,42,M,S,18.912,False,0.0
2019_USA_LAS VE_ALB_01,2019_USA_LAS VE_ALB,10,S,H,21.584,False,0.0
2019_USA_LAS VE_ALB_02,2019_USA_LAS VE_ALB,42,S,M,22.429,False,0.0
2019_USA_LAS VE_TSU_01,2019_USA_LAS VE_TSU,10,S,M,15.795,False,0.0
2019_USA_LAS VE_TSU_02,2019_USA_LAS VE_TSU,20,M,S,17.703,False,0.0
2019_USA_LAS VE_TSU_03,2019_USA_LAS VE_TSU,31,S,H,16.03,False,0.0
2019_USA_LAS VE_TSU_04,2019_USA_LAS VE_TSU,42,H,M,15.022,False,0.0
2019_USA_LAS VE_DEV_01,2019_USA_LAS VE_DEV,10,M,M,17.414,False,0.0
2019_USA_LAS VE_DEV_02,2019_USA_LAS VE_DEV,26,H,S,21.6,False,0.0
2019_USA_LAS VE_DEV_03,2019_USA_LAS VE_DEV,42,H,S,17.499,False,0.0
2019_USA_LAS VE_BOT_01,2019_USA_LAS VE_BOT,10,H,M,19.793,False,0.0
2019_USA_LAS VE_BOT_02,2019_USA_LAS VE_BOT,26,H,H,14.195,False,0.0
2019_USA_LAS VE_BOT_03,2019_USA_LAS VE_BOT,42,S,M,21.472,False,0.0
2019_USA_LAS VE_RIC_01,2019_USA_LAS VE_RIC,10,H,S,20.755,False,0.0
2019_USA_LAS VE_RIC_02,2019_USA_LAS VE_RIC,42,S,S,19.587,False,0.0
2019_USA_LAS VE_ZHO_01,2019_USA_LAS VE_ZHO,10,H,S,20.668,False,0.0
2019_USA_LAS VE_ZHO_02,2019_USA_LAS VE_ZHO,26,H,H,20.929,False,0.0
2019_USA_LAS VE_ZHO_03,2019_USA_LAS VE_ZHO,42,H,S,19.487,False,0.0
2019_USA_LAS VE_MSC_01,2019_USA_LAS VE_MSC,10,S,S,16.83,False,0.0
2019_USA_LAS VE_MSC_02,2019_USA_LAS VE_MSC,42,H,S,19.666,False,0.0
2019_USA_LAS VE_LAW_01,2019_USA_LAS VE_LAW,10,H,S,31.31,False,0.0
2019_USA_LAS VE_LAW_02,2019_USA_LAS VE_LAW,42,S,M,18.481,False,0.0
2019_USA_MIAMI_VER_01,2019_USA_MIAMI_VER,11,S,S,13.778,False,0.0
2019_USA_MIAMI_PER_01,2019_USA_MIAMI_PER,11,S,H,16.609,False,0.0
2019_USA_MIAMI_HAM_01,2019_USA_MIAMI_HAM,11,H,M,27.317,True,4.342
2019_USA_MIAMI_HAM_02,2019_USA_MIAMI_HAM,29,H,M,18.616,False,0.0
2019_USA_MIAMI_HAM_03,2019_USA_MIAMI_HAM,48,M,S,19.418,False,0.0
