entry_id,race_id,season_id,round,driver_id,constructor_id,grid,quali_rank,grid_penalty,finish_position,classified,dnf,dnf_reason,points,time_gap_s,pit_stops,pit_time_total_s,penalties_s,sc_laps_behind,tyre_strategy,incidents,rain_share,street,odds_pre,odds_post_quali,ovr_pre,ovr_post,implied_p_pre,implied_p_post,hazard_lambda_pre,hazard_lambda_post,driver_form_z,constructor_form_z,driver_ability_true,constructor_strength_true,race_noise_true
2018_BEL_SPA-FR_MAG,2018_BEL_SPA-FR,2018,9,MAG,RBM,1,2,0,2,True,False,,18.0,69.112,3,64.3,0.0,2,M-M,0,0.4,False,13.9675,12.3948,1.1177,1.0347,0.071595,0.080679,-3.203052,-3.04144,-0.1673223769928153,1.1223486506610092,1.289480108033602,1.1211967226021906,-0.11060607109316213
2018_BEL_SPA-FR_MSC,2018_BEL_SPA-FR,2018,9,MSC,FER,10,12,0,8,True,False,,4.0,1129.773,3,48.848,0.0,2,M-M,0,0.4,False,18.8062,18.9107,1.1177,1.0347,0.053174,0.05288,-3.599429,-3.606748,0.0,0.924379789301323,1.0027837658699577,0.9910767457370768,-0.13378159756321614
2018_BEL_SPA-FR_NOR,2018_BEL_SPA-FR,2018,9,NOR,MCL,14,16,0,14,True,False,,0.0,4743.682,3,55.106,0.0,2,S-H,0,0.4,False,32.3102,34.3454,1.1177,1.0347,0.03095,0.029116,-4.304919,-4.383657,0.22773765611856842,-0.07036903098345607,0.47000617837834263,0.9110790541848295,-0.15104035177468084
2018_BEL_SPA-FR_OCO,2018_BEL_SPA-FR,2018,9,OCO,ALP,19,19,0,17,True,False,,0.0,11656.569,3,55.24,0.0,2,M-H,0,0.4,False,30.8366,35.1358,1.1177,1.0347,0.032429,0.028461,-4.244658,-4.412955,-0.488420123323629,0.04581305599914766,1.0059927564235907,0.46285677060494357,-0.19769952276295466
2018_BEL_SPA-FR_PER,2018_BEL_SPA-FR,2018,9,PER,RED,2,3,0,1,True,False,,25.0,0.0,2,35.737,0.0,2,S-M,1,0.4,False,15.5623,14.0031,1.1177,1.0347,0.064258,0.071413,-3.348039,-3.206486,1.242890865188036,1.7529094561939778,1.3243727019681366,0.9163125658390063,0.13763597945219616
2018_BEL_SPA-FR_PIA,2018_BEL_SPA-FR,2018,9,PIA,MCL,8,10,0,9,True,False,,2.0,1240.067,3,57.066,0.0,2,H-H,0,0.4,False,24.1505,23.6194,1.1177,1.0347,0.041407,0.042338,-3.927526,-3.89852,-0.5673086289311756,0.8823193884848713,0.6972141706513526,0.9110790541848295,-0.29335330395136977
2018_BEL_SPA-FR_RIC,2018_BEL_SPA-FR,2018,9,RIC,AST,18,18,0,18,True,False,,0.0,12464.3,3,48.307,0.0,2,S-H,1,0.4,False,9.0262,10.143,1.1177,1.0347,0.110788,0.09859,-2.603394,-2.766245,0.7500000000000006,-1.4557682040649202,1.065476776652608,1.050752739455664,-0.021405904208561286
2018_BEL_SPA-FR_RIC,2018_BEL_SPA-FR,2018,9,RIC,WIL,18,18,0,18,True,False,,0.0,12464.3,3,61.044,0.0,2,M-H,0,0.4,False,9.0262,10.143,1.1177,1.0347,0.110788,0.09859,-2.603394,-2.766245,0.7500000000000006,0.4423724093946785,1.065476776652608,0.2431706363782484,-0.19441310509955353
2018_BEL_SPA-FR_RIC,2018_BEL_SPA-FR,2018,9,RIC,SAU,18,18,0,18,True,False,,0.0,12464.3,3,57.789,0.0,2,M-M,0,0.4,False,9.0262,10.143,1.1177,1.0347,0.110788,0.09859,-2.603394,-2.766245,0.7500000000000006,-1.5366448662946737,1.065476776652608,1.5103036836056072,0.0921851019023658
2018_BEL_SPA-FR_RUS,2018_BEL_SPA-FR,2018,9,RUS,MER,5,4,3,5,True,False,,10.0,321.727,2,34.773,5.0,2,S-H,0,0.4,False,19.1333,17.9488,1.1177,1.0347,0.052265,0.055714,-3.622182,-3.537749,0.2765262586300415,0.12608927989299631,1.6275302033176402,0.5057379778433688,0.20002707626836108
2018_BEL_SPA-FR_TSU,2018_BEL_SPA-FR,2018,9,TSU,WIL,20,20,3,19,True,False,,0.0,21262.518,2,44.555,0.0,2,M-H,0,0.4,False,62.7274,72.4743,1.1177,1.0347,0.015942,0.013798,-5.153447,-5.336709,0.7461413012835374,-0.8179115770822486,0.5495004136151715,0.2431706363782484,-0.09965851034720064
2018_BEL_SPA-FR_VER,2018_BEL_SPA-FR,2018,9,VER,RED,9,11,0,10,True,False,,1.0,1305.02,3,58.446,0.0,2,M-H,1,0.4,False,21.5151,21.3361,1.1177,1.0347,0.046479,0.046869,-3.776444,-3.765502,1.6160897454285734,0.9767784768477131,0.8478139582409379,0.9163125658390063,-0.09750577321299624
2018_BEL_SPA-FR_ZHO,2018_BEL_SPA-FR,2018,9,ZHO,RBM,13,15,0,11,True,False,,0.0,1655.642,2,34.639,0.0,2,S-M,0,0.4,False,21.7089,22.7583,1.1177,1.0347,0.046064,0.04394,-3.788201,-3.849994,0.3968300865305334,0.46170195328195385,0.4773481900098809,1.1211967226021906,-0.0850223016510127
2018_QAT_QATAR_ALB,2018_QAT_QATAR,2018,10,ALB,WIL,14,14,0,12,True,False,,0.0,1919.983,3,67.91,0.0,6,M-M,0,0.745,False,22.1543,23.6714,1.0651,1.0483,0.045138,0.042245,-3.814802,-3.901386,1.358205675488521,0.02227774723570277,1.9333659401629655,0.26524640906879987,-0.1273483964294476
2018_QAT_QATAR_ALO,2018_QAT_QATAR,2018,10,ALO,AST,2,2,0,1,True,False,,25.0,0.0,2,45.93,0.0,6,M-H,0,0.745,False,16.0508,14.7612,1.0651,1.0483,0.062302,0.067745,-3.389295,-3.277321,-1.2434734739818567,-0.7513273449101747,1.095058118391548,1.1789839530803838,-0.10161340289558628
2018_QAT_QATAR_BOT,2018_QAT_QATAR,2018,10,BOT,HAA,3,3,0,19,False,True,engine,0.0,,3,67.51,0.0,6,S-M,0,0.745,False,15.5311,14.4628,1.0651,1.0483,0.064387,0.069143,-3.345354,-3.249912,-0.009617163101409401,-1.99941073457428,1.225434417280405,0.9094048316764527,-0.35615052788307167
2018_QAT_QATAR_GAS,2018_QAT_QATAR,2018,10,GAS,ALP,8,8,0,6,True,False,,8.0,406.892,3,58.051,0.0,6,M-M,0,0.745,False,21.0442,20.8607,1.0651,1.0483,0.047519,0.047937,-3.747432,-3.735936,1.873704971915266,1.6950830719684165,1.526228981483189,0.4520148769543945,-0.06322178938026686
2018_QAT_QATAR_HAM,2018_QAT_QATAR,2018,10,HAM,MER,13,13,0,11,True,False,,0.0,1765.309,4,80.342,5.0,6,S-M,0,0.745,False,25.0627,26.4466,1.0651,1.0483,0.0399,0.037812,-3.975821,-4.045714,-0.2420242890745054,0.3782678396789898,1.4421751469822814,0.5123900524116646,0.03365912114514509
2018_QAT_QATAR_HUL,2018_QAT_QATAR,2018,10,HUL,HAA,10,10,0,8,True,False,,4.0,827.09,2,38.739,0.0,6,M-M,0,0.745,False,19.5959,19.9167,1.0651,1.0483,0.051031,0.050209,-3.653676,-3.675061,-1.0278578155750295,-2.4090688129038176,0.8637846703670318,0.9094048316764527,-0.07573440694562594
2018_QAT_QATAR_LAW,2018_QAT_QATAR,2018,10,LAW,SAU,5,5,0,4,True,False,,12.0,195.821,3,61.523,0.0,6,M-M,0,0.745,False,10.7357,10.2504,1.0651,1.0483,0.093147,0.097557,-2.844753,-2.780837,0.22360679774997616,-1.1313758905686055,0.7363561252772398,1.5648955666475892,-0.07769317336552979
2018_QAT_QATAR_LEC,2018_QAT_QATAR,2018,10,LEC,FER,19,17,3,18,False,True,crash,0.0,,4,82.554,0.0,6,M-H,2,0.745,False,37.435,42.5786,1.0651,1.0483,0.026713,0.023486,-4.494426,-4.659491,-2.8274011097674387,-1.177249640477977,0.050459986126212525,1.073313390878709,0.060391320829637364
2018_QAT_QATAR_MAG,2018_QAT_QATAR,2018,10,MAG,RBM,6,6,0,5,True,False,,10.0,211.374,4,69.047,0.0,6,S-M,0,0.745,False,14.4242,13.9454,1.0651,1.0483,0.069328,0.071708,-3.246332,-3.200933,1.1104121382250425,0.9902193111851979,1.222136749572552,0.9911381749358043,-0.06738812016802434
2018_QAT_QATAR_NOR,2018_QAT_QATAR,2018,10,NOR,MCL,18,19,0,16,True,False,,0.0,4184.645,2,30.495,0.0,6,M-H,0,0.745,False,32.4549,36.4551,1.0651,1.0483,0.030812,0.027431,-4.310674,-4.46033,0.22773765611856842,0.4059751787507076,0.4413696488933965,0.88138046599884,-0.2648633611710464
2018_QAT_QATAR_OCO,2018_QAT_QATAR,2018,10,OCO,ALP,17,18,0,13,True,False,,0.0,2834.821,3,55.999,0.0,6,M-H,0,0.745,False,30.5567,33.8972,1.0651,1.0483,0.032726,0.029501,-4.232881,-4.366719,0.16280670777454445,0.41231750399231815,0.9804366930234656,0.4520148769543945,-0.1309775290152437
2018_QAT_QATAR_PER,2018_QAT_QATAR,2018,10,PER,RED,11,11,0,9,True,False,,2.0,838.294,3,59.659,5.0,6,M-H,2,0.745,False,17.675,18.1904,1.0651,1.0483,0.056577,0.054974,-3.517393,-3.555442,0.5665474261811188,0.4916966147562976,1.3545414350565803,0.8415297848053017,-0.2112844067671566
2018_QAT_QATAR_PIA,2018_QAT_QATAR,2018,10,PIA,MCL,16,16,0,14,True,False,,0.0,4018.541,4,79.975,0.0,6,M-H,0,0.745,False,30.1296,33.0077,1.0651,1.0483,0.03319,0.030296,-4.214683,-4.332472,0.0,0.4059751787507076,0.7020359456020985,0.88138046599884,-0.01843370004908228
2018_QAT_QATAR_RUS,2018_QAT_QATAR,2018,10,RUS,MER,12,12,0,7,True,False,,6.0,775.396,3,68.606,0.0,6,M-H,0,0.745,False,18.9577,19.7558,1.0651,1.0483,0.052749,0.050618,-3.610025,-3.664387,0.20278592299536394,0.7985654393223126,1.647799438628812,0.5123900524116646,0.15639083450862307
2018_QAT_QATAR_SAI,2018_QAT_QATAR,2018,10,SAI,FER,1,1,0,2,True,False,,18.0,31.772,3,47.662,0.0,6,M-M,0,0.745,False,16.9678,15.4107,1.0651,1.0483,0.058935,0.06489,-3.463218,-3.334961,0.37205048323457895,0.5535040075755643,0.913130146818598,1.073313390878709,-0.2889039828763184
2018_QAT_QATAR_SAR,2018_QAT_QATAR,2018,10,SAR,SAU,7,7,0,20,False,True,crash,0.0,,4,77.115,0.0,6,M-H,0,0.745,False,15.6397,15.3107,1.0651,1.0483,0.06394,0.065314,-3.354658,-3.32625,-1.213519096840042,-3.292810427774303,0.3110484737473358,1.5648955666475892,-0.28430404629751704
2018_QAT_QATAR_STR,2018_QAT_QATAR,2018,10,STR,AST,4,4,0,3,True,False,,15.0,73.353,2,40.959,0.0,6,S-M,0,0.745,False,16.5256,15.5824,1.0651,1.0483,0.060512,0.064175,-3.428106,-3.349777,-0.6011046577392989,-0.7513273449101747,0.8719311877427625,1.1789839530803838,0.005695715966440895
2018_QAT_QATAR_TSU,2018_QAT_QATAR,2018,10,TSU,WIL,20,20,0,17,True,False,,0.0,7557.799,2,50.125,0.0,6,S-H,1,0.745,False,44.2067,50.9139,1.0651,1.0483,0.022621,0.019641,-4.707495,-4.887853,1.7563018322520199,0.16230930128869456,0.6425619579831001,0.26524640906879987,-0.012683927796529621
2018_QAT_QATAR_VER,2018_QAT_QATAR,2018,10,VER,RED,9,9,0,10,True,False,,1.0,1011.236,3,65.402,0.0,6,S-H,1,0.745,False,20.3017,20.3778,1.0651,1.0483,0.049257,0.049073,-3.700242,-3.705162,0.9155188213019011,-0.3814507370082492,0.7724265211808247,0.8415297848053017,0.03925265923138784
2018_QAT_QATAR_ZHO,2018_QAT_QATAR,2018,10,ZHO,RBM,15,15,0,15,True,False,,0.0,4083.371,2,41.082,0.0,6,S-H,1,0.745,False,25.5004,27.59,1.0651,1.0483,0.039215,0.036245,-3.998373,-4.100658,0.0544668746218377,0.13137860459242598,0.5039498207017183,0.9911381749358043,-0.009052885600770796
2018_CAN_GILLES_ALB,2018_CAN_GILLES,2018,11,ALB,WIL,9,8,3,18,False,True,crash,0.0,,4,76.244,0.0,2,M-H,1,0.505,False,19.1004,19.1527,1.0969,1.058,0.052355,0.052212,-3.619928,-3.62352,-0.6197637548345677,-0.3978169149232729,2.047720519391372,0.27227549700223747,0.008262350803343857
2018_CAN_GILLES_ALO,2018_CAN_GILLES,2018,11,ALO,AST,6,6,0,4,True,False,,12.0,34.138,2,37.856,0.0,2,H-H,0,0.505,False,11.4555,11.064,1.0969,1.058,0.087294,0.090383,-2.93392,-2.886212,0.7021967853073994,0.6575543733993168,1.141468131777807,1.3388210078992588,0.03537680517426459
2018_CAN_GILLES_BOT,2018_CAN_GILLES,2018,11,BOT,HAA,11,7,5,11,True,False,,0.0,934.908,3,62.646,0.0,2,S-H,0,0.505,False,19.1026,19.6394,1.0969,1.058,0.052349,0.050918,-3.620066,-3.656607,-0.6443499277944862,-1.180094577915204,1.1047574705686205,0.9176930625433332,0.2375911348609117
2018_CAN_GILLES_GAS,2018_CAN_GILLES,2018,11,GAS,ALP,13,13,0,12,True,False,,0.0,1041.855,3,60.614,0.0,2,M-M,0,0.505,False,17.3955,18.3372,1.0969,1.058,0.057486,0.054534,-3.496258,-3.566072,1.3179093397965806,1.3285786239752448,1.520325052734266,0.4707049111178031,0.03443684670090291
2018_CAN_GILLES_HAM,2018_CAN_GILLES,2018,11,HAM,MER,12,12,0,10,True,False,,1.0,801.117,2,37.038,0.0,2,M-H,0,0.505,False,27.7001,28.8376,1.0969,1.058,0.036101,0.034677,-4.105846,-4.15797,0.2883245878539758,0.3782678396789898,1.42615640260703,0.4850219129378213,0.07538456637439923
2018_CAN_GILLES_HUL,2018_CAN_GILLES,2018,11,HUL,HAA,19,16,3,15,True,False,,0.0,3899.315,2,46.17,0.0,2,S-H,0,0.505,False,21.5257,24.4582,1.0969,1.058,0.046456,0.040886,-3.77709,-3.944025,-1.3604000500257742,-0.36077842125612813,0.8917145536555469,0.9176930625433332,0.02969630397778522
2018_CAN_GILLES_LAW,2018_CAN_GILLES,2018,11,LAW,SAU,1,1,0,1,True,False,,25.0,0.0,3,60.442,0.0,2,S-M,1,0.505,False,13.5457,12.2901,1.0969,1.058,0.073824,0.081366,-3.161732,-3.029915,0.5992662179699394,-0.9962862319932498,0.6474144295869309,1.664982099391779,-0.17137597788088293
2018_CAN_GILLES_LEC,2018_CAN_GILLES,2018,11,LEC,FER,18,19,0,17,True,False,,0.0,7789.884,3,55.245,0.0,2,M-H,0,0.505,False,27.2747,30.6054,1.0969,1.058,0.036664,0.032674,-4.085762,-4.234958,-1.3071691485075536,-0.5591233376017123,-0.05210100671723905,1.177940788448935,-0.013309231347508546
2018_CAN_GILLES_MAG,2018_CAN_GILLES,2018,11,MAG,RBM,5,5,0,6,True,False,,8.0,144.917,2,38.015,10.0,2,S-H,0,0.505,False,17.6979,16.8805,1.0969,1.058,0.056504,0.05924,-3.519092,-3.456367,0.7554858839978602,0.46170195328195385,1.1747392255180558,0.8847499075968809,0.07413883385373553
2018_CAN_GILLES_NOR,2018_CAN_GILLES,2018,11,NOR,MCL,17,18,0,16,True,False,,0.0,4445.241,3,54.401,0.0,2,M-M,2,0.505,False,38.0228,42.1354,1.0969,1.058,0.0263,0.023733,-4.514417,-4.646113,0.37296166871591696,-0.42762718828407836,0.40914571999042726,0.8281430126109309,-0.12774191371106983
2018_CAN_GILLES_OCO,2018_CAN_GILLES,2018,11,OCO,ALP,16,17,0,14,True,False,,0.0,3225.553,3,60.782,0.0,2,S-M,0,0.505,False,34.1997,37.428,1.0969,1.058,0.02924,0.026718,-4.37816,-4.494183,0.4884201233236316,-0.13743916799743808,0.9816658123108474,0.4707049111178031,-0.07888852376413864
2018_CAN_GILLES_PER,2018_CAN_GILLES,2018,11,PER,RED,2,2,0,3,True,False,,15.0,24.42,3,59.955,0.0,2,M-M,0,0.505,False,16.2143,14.8962,1.0969,1.058,0.061674,0.067131,-3.402783,-3.289522,0.4699269348944166,0.2976638699197317,1.4494474160758644,0.8840081941996377,-0.12521071721651034
2018_CAN_GILLES_PIA,2018_CAN_GILLES,2018,11,PIA,MCL,15,15,0,13,True,False,,0.0,2643.319,3,53.715,0.0,2,S-H,1,0.505,False,27.1164,29.3083,1.0969,1.058,0.036878,0.03412,-4.078219,-4.178948,-0.1418271572327941,-0.07036903098345607,0.7572488483235045,0.8281430126109309,0.22579424145752608
2018_CAN_GILLES_RUS,2018_CAN_GILLES,2018,11,RUS,MER,7,9,0,7,True,False,,6.0,204.444,3,52.074,0.0,2,S-H,0,0.505,False,19.976,19.5358,1.0969,1.058,0.05006,0.051188,-3.678959,-3.649628,0.7189682724381089,0.7145059193936479,1.6094178648298179,0.4850219129378213,-0.3713913837711278
2018_CAN_GILLES_SAI,2018_CAN_GILLES,2018,11,SAI,FER,3,3,0,5,True,False,,10.0,62.017,4,65.447,0.0,2,S-M,0,0.505,False,17.8872,16.64,1.0969,1.058,0.055906,0.060096,-3.533195,-3.437289,1.1785599178592179,1.6661313527528407,0.9526538426038894,1.177940788448935,-0.0948959443285746
2018_CAN_GILLES_SAR,2018_CAN_GILLES,2018,11,SAR,SAU,10,11,0,9,True,False,,2.0,616.733,2,38.926,0.0,2,M-M,0,0.505,False,15.8491,16.0924,1.0969,1.058,0.063095,0.062141,-3.372436,-3.392736,-1.5361001225823312,-1.67173452487003,0.25860021079474843,1.664982099391779,0.01436984458262238
2018_CAN_GILLES_STR,2018_CAN_GILLES,2018,11,STR,AST,4,4,0,2,True,False,,18.0,9.975,3,50.443,0.0,2,M-M,0,0.505,False,12.8639,12.1174,1.0969,1.058,0.077737,0.082526,-3.091866,-3.010638,-0.20456441231965575,0.5569199649486392,0.9571313449401342,1.3388210078992588,0.23373307473862817
2018_CAN_GILLES_TSU,2018_CAN_GILLES,2018,11,TSU,WIL,20,20,5,19,False,True,crash,0.0,,2,41.054,0.0,2,S-M,0,0.505,False,45.9601,52.8793,1.0969,1.058,0.021758,0.018911,-4.757217,-4.936128,-0.7690994951691847,-1.938164009506184,0.6603794287166886,0.27227549700223747,-0.14766301784028354
2018_CAN_GILLES_VER,2018_CAN_GILLES,2018,11,VER,RED,8,10,0,8,True,False,,4.0,405.262,2,33.379,0.0,2,M-H,1,0.505,False,22.9964,22.7728,1.0969,1.058,0.043485,0.043912,-3.863592,-3.850813,0.4484715385507861,0.3946802423380149,0.775919797275851,0.8840081941996377,-0.06056997598646045
2018_CAN_GILLES_ZHO,2018_CAN_GILLES,2018,11,ZHO,RBM,14,14,0,20,False,True,gearbox,0.0,,3,55.012,0.0,2,M-H,1,0.505,False,28.7076,30.6429,1.0969,1.058,0.034834,0.032634,-4.152149,-4.236523,-0.6302595491955539,-0.7274621020003457,0.5410517222679927,0.8847499075968809,0.0933327700444085
2018_ITA_IMOLA_BOT,2018_ITA_IMOLA,2018,12,BOT,HAA,7,11,0,20,False,True,gearbox,0.0,,2,45.091,0.0,6,M-H,0,0.0,False,18.0711,17.6001,1.0716,1.0572,0.055337,0.056818,-3.546726,-3.511769,-2.65433701598923,-1.8969962149918953,1.033895702795541,0.8671523537269359,0.21874289088080529
2018_ITA_IMOLA_DEV,2018_ITA_IMOLA,2018,12,DEV,RBM,12,14,0,13,True,False,,0.0,2261.666,2,39.744,5.0,6,S-H,0,0.0,False,36.6341,38.2453,1.0716,1.0572,0.027297,0.026147,-4.466641,-4.521927,-1.0,-0.5953327625245347,0.21782103432401098,0.7660409341874531,-0.1699811288676892
2018_ITA_IMOLA_DRI,2018_ITA_IMOLA,2018,12,DRI,MER,15,18,0,12,True,False,,0.0,1916.786,2,37.4,10.0,6,H-H,0,0.0,False,11.6048,12.6307,1.0716,1.0572,0.086171,0.079172,-2.951633,-3.067063,0.0,0.29420831975032563,1.1400524180893608,0.5021951763661245,-0.13640589282447727
2018_ITA_IMOLA_DRI,2018_ITA_IMOLA,2018,12,DRI,AST,15,18,0,12,True,False,,0.0,1916.786,3,63.038,0.0,6,M-M,0,0.0,False,11.6048,12.6307,1.0716,1.0572,0.086171,0.079172,-2.951633,-3.067063,0.0,-0.34878971110746265,1.1400524180893608,1.402068604966277,0.018862673905382644
2018_ITA_IMOLA_GAS,2018_ITA_IMOLA,2018,12,GAS,ALP,6,7,0,5,True,False,,10.0,135.445,2,38.594,0.0,6,M-H,0,0.0,False,17.6479,16.9509,1.0716,1.0572,0.056664,0.058994,-3.515343,-3.461895,1.5031745505028096,1.3285786239752448,1.475775183784423,0.5627943697064131,-0.10230988174246478
2018_ITA_IMOLA_HUL,2018_ITA_IMOLA,2018,12,HUL,HAA,8,12,0,8,True,False,,4.0,395.359,2,39.112,5.0,6,M-H,0,0.0,False,23.8379,23.5416,1.0716,1.0572,0.04195,0.042478,-3.910537,-3.894213,-0.11336667083548171,-1.5897526562447417,0.956297481924942,0.8671523537269359,-0.020746565198162426
2018_ITA_IMOLA_LAW,2018_ITA_IMOLA,2018,12,LAW,SAU,1,1,0,2,True,False,,18.0,23.287,2,38.604,0.0,6,S-M,0,0.0,False,14.5741,13.0594,1.0716,1.0572,0.068615,0.076573,-3.260204,-3.112314,0.7870959280799231,1.1651483052124476,0.63969151631645,1.5568076760578453,0.0015973765654628141
2018_ITA_IMOLA_LEC,2018_ITA_IMOLA,2018,12,LEC,FER,13,15,0,15,True,False,,0.0,2772.094,3,53.059,0.0,6,S-H,0,0.0,False,30.4943,32.281,1.0716,1.0572,0.032793,0.030978,-4.230259,-4.303772,-1.0537971549642389,0.05900296527455224,-0.0010315250404919762,1.173398273902459,0.023249070286690873
2018_ITA_IMOLA_NOR,2018_ITA_IMOLA,2018,12,NOR,MCL,17,20,0,16,True,False,,0.0,3305.944,2,32.942,0.0,6,M-H,0,0.0,False,26.295,29.4256,1.0716,1.0572,0.03803,0.033984,-4.038252,-4.184113,0.08251364352122026,-0.3085411358505376,0.594576956030785,0.7794213632227306,-0.08469437255156485
2018_ITA_IMOLA_OCO,2018_ITA_IMOLA,2018,12,OCO,ALP,16,19,0,14,True,False,,0.0,2296.153,1,25.392,0.0,6,M-M,1,0.0,False,29.8063,32.8947,1.0716,1.0572,0.03355,0.0304,-4.200723,-4.328044,1.4652603699708913,0.9620741759820745,0.8966521184710272,0.5627943697064131,0.13690188548286725
2018_ITA_IMOLA_PER,2018_ITA_IMOLA,2018,12,PER,RED,2,3,0,1,True,False,,25.0,0.0,3,50.685,0.0,6,S-H,0,0.0,False,13.6297,12.3841,1.0716,1.0572,0.073369,0.080749,-3.170064,-3.040266,0.4699269348944166,1.2678275941025623,1.4121595358358514,0.8758580840296767,0.11239738565389004
2018_ITA_IMOLA_RIC,2018_ITA_IMOLA,2018,12,RIC,MCL,20,16,10,19,True,False,,0.0,6945.69,2,31.513,0.0,6,M-H,1,0.0,False,34.0205,39.6904,1.0716,1.0572,0.029394,0.025195,-4.371418,-4.569512,-0.4999999999999981,-0.6657992931511602,1.0953023630871859,0.7794213632227306,0.24186260729851392
2018_ITA_IMOLA_RIC,2018_ITA_IMOLA,2018,12,RIC,WIL,20,16,10,19,True,False,,0.0,6945.69,2,42.467,0.0,6,M-M,0,0.0,False,34.0205,39.6904,1.0716,1.0572,0.029394,0.025195,-4.371418,-4.569512,-1.75,-2.2182271176121677,1.0953023630871859,0.221807207244392,0.07750874920934683
2018_ITA_IMOLA_RUS,2018_ITA_IMOLA,2018,12,RUS,MER,9,8,5,7,True,False,,6.0,351.709,3,67.403,0.0,6,H-H,1,0.0,False,22.818,22.8498,1.0716,1.0572,0.043825,0.043764,-3.853426,-3.85523,0.571487601168753,0.5463868795363191,1.6619035720150146,0.5021951763661245,-0.12552834380962283
2018_ITA_IMOLA_SAI,2018_ITA_IMOLA,2018,12,SAI,FER,5,6,0,4,True,False,,12.0,128.888,2,44.352,0.0,6,S-M,1,0.0,False,13.3158,12.6137,1.0716,1.0572,0.075099,0.079279,-3.138606,-3.065224,1.3801872765153766,1.6661313527528407,0.9859941489643181,1.173398273902459,0.07525703172500912
2018_ITA_IMOLA_SAR,2018_ITA_IMOLA,2018,12,SAR,SAU,3,4,0,6,True,False,,8.0,157.415,2,38.633,0.0,6,S-M,1,0.0,False,16.1033,14.8364,1.0716,1.0572,0.062099,0.067402,-3.393647,-3.284117,-1.3748096097111862,0.48970001233566673,0.3017320717749268,1.5568076760578453,-0.031242978429588154
2018_ITA_IMOLA_STR,2018_ITA_IMOLA,2018,12,STR,AST,4,5,0,3,True,False,,15.0,126.182,2,32.994,0.0,6,M-M,1,0.0,False,10.8902,10.1736,1.0716,1.0572,0.091826,0.098294,-2.864423,-2.770409,0.4563359967130819,-0.248155302656785,1.014749418007877,1.402068604966277,-0.056198565679507095
2018_ITA_IMOLA_TSU,2018_ITA_IMOLA,2018,12,TSU,WIL,18,17,5,18,True,False,,0.0,5838.778,2,27.715,0.0,6,M-H,0,0.0,False,56.3889,63.9877,1.0716,1.0572,0.017734,0.015628,-5.018006,-5.178657,-0.26401922968494423,-1.5180693473472082,0.6565912209843707,0.221807207244392,-0.14694335321591123
2018_ITA_IMOLA_VER,2018_ITA_IMOLA,2018,12,VER,RED,11,9,5,11,True,False,,0.0,1655.796,3,70.204,0.0,6,M-H,0,0.0,False,24.1289,24.8429,1.0716,1.0572,0.041444,0.040253,-3.926365,-3.964365,0.3317097178630078,0.4916966147562976,0.8126056018025862,0.8758580840296767,-0.3274476811127921
2018_ITA_IMOLA_ZHO,2018_ITA_IMOLA,2018,12,ZHO,RBM,10,10,3,10,True,False,,1.0,1524.228,2,29.42,0.0,6,S-H,0,0.0,False,26.7215,27.1326,1.0716,1.0572,0.037423,0.036856,-4.059157,-4.07898,-0.5617869068138148,-0.8595914414761567,0.5545939851023585,0.7660409341874531,-0.13710747105266882
2018_NET_ZANDVO_ALB,2018_NET_ZANDVO,2018,13,ALB,WIL,14,14,0,12,True,False,,0.0,1345.136,4,83.67,5.0,0,H-H,1,0.548,False,26.5548,28.4608,1.0975,1.0529,0.037658,0.035136,-4.051044,-4.140946,-0.8834930122109796,0.02227774723570277,1.9474383764674201,0.16129285693159964,-0.005009989750645987
2018_NET_ZANDVO_ALO,2018_NET_ZANDVO,2018,13,ALO,AST,2,2,0,2,True,False,,18.0,49.359,4,72.252,0.0,0,S-M,1,0.548,False,10.3225,9.5223,1.0975,1.0529,0.096876,0.105017,-2.790539,-2.678351,0.8046004831647294,-0.248155302656785,1.1417741292097705,1.4159253034468449,0.06747929889391739
2018_NET_ZANDVO_BOT,2018_NET_ZANDVO,2018,13,BOT,HAA,7,8,0,7,True,False,,6.0,398.383,3,51.29,0.0,0,M-H,2,0.548,False,18.9905,18.648,1.0975,1.0529,0.052658,0.053625,-3.6123,-3.588279,-0.9617163101410247,-0.7704364995856657,1.0834622903289781,0.8606426863278056,-0.27185645810573394
2018_NET_ZANDVO_GAS,2018_NET_ZANDVO,2018,13,GAS,ALP,17,17,0,15,True,False,,0.0,2219.497,2,41.205,0.0,0,M-M,0,0.548,False,18.1994,20.2507,1.0975,1.0529,0.054947,0.049381,-3.556101,-3.696947,-0.1642123458532467,0.7788219519854886,1.3743394704439433,0.6131003583088462,0.09488130506694645
2018_NET_ZANDVO_HAM,2018_NET_ZANDVO,2018,13,HAM,MER,9,10,0,8,True,False,,4.0,498.666,3,52.112,0.0,0,M-H,0,0.548,False,19.8271,19.9625,1.0975,1.0529,0.050436,0.050094,-3.669131,-3.678088,0.6418905058062968,0.4623273596076545,1.5229187445419716,0.4806543247573849,0.02783682570750212
2018_NET_ZANDVO_HUL,2018_NET_ZANDVO,2018,13,HUL,HAA,8,9,0,9,True,False,,2.0,571.525,4,66.832,0.0,0,M-H,0,0.548,False,23.8317,23.6961,1.0975,1.0529,0.041961,0.042201,-3.910186,-3.902754,-0.19650222944816761,0.6633667745677169,0.9876484562879738,0.8606426863278056,-0.08294817295613989
