odds_id,race_id,driver_id,snapshot,decimal_odds,overround,implied_prob
2020_NET_ZANDVO_ALO_POST,2020_NET_ZANDVO,ALO,post_quali,6.8989,1.0465,0.144951
2020_NET_ZANDVO_STR_PRE,2020_NET_ZANDVO,STR,pre,12.8469,1.096,0.07784
2020_NET_ZANDVO_STR_POST,2020_NET_ZANDVO,STR,post_quali,12.1783,1.0465,0.082113
2020_NET_ZANDVO_OCO_PRE,2020_NET_ZANDVO,OCO,pre,34.0739,1.096,0.029348
2020_NET_ZANDVO_OCO_POST,2020_NET_ZANDVO,OCO,post_quali,34.8165,1.0465,0.028722
2020_NET_ZANDVO_GAS_PRE,2020_NET_ZANDVO,GAS,pre,37.9176,1.096,0.026373
2020_NET_ZANDVO_GAS_POST,2020_NET_ZANDVO,GAS,post_quali,40.2253,1.0465,0.02486
2020_NET_ZANDVO_ALB_PRE,2020_NET_ZANDVO,ALB,pre,63.9141,1.096,0.015646
2020_NET_ZANDVO_ALB_POST,2020_NET_ZANDVO,ALB,post_quali,74.0028,1.0465,0.013513
2020_NET_ZANDVO_TSU_PRE,2020_NET_ZANDVO,TSU,pre,118.5536,1.096,0.008435
2020_NET_ZANDVO_TSU_POST,2020_NET_ZANDVO,TSU,post_quali,138.9854,1.0465,0.007195
2020_NET_ZANDVO_HUL_PRE,2020_NET_ZANDVO,HUL,pre,11.8572,1.096,0.084337
2020_NET_ZANDVO_HUL_POST,2020_NET_ZANDVO,HUL,post_quali,11.9652,1.0465,0.083576
2020_NET_ZANDVO_BOT_PRE,2020_NET_ZANDVO,BOT,pre,21.5355,1.096,0.046435
2020_NET_ZANDVO_BOT_POST,2020_NET_ZANDVO,BOT,post_quali,20.9319,1.0465,0.047774
2020_NET_ZANDVO_MAG_PRE,2020_NET_ZANDVO,MAG,pre,61.2557,1.096,0.016325
2020_NET_ZANDVO_MAG_POST,2020_NET_ZANDVO,MAG,post_quali,70.0427,1.0465,0.014277
2020_NET_ZANDVO_ZHO_PRE,2020_NET_ZANDVO,ZHO,pre,47.1209,1.096,0.021222
2020_NET_ZANDVO_ZHO_POST,2020_NET_ZANDVO,ZHO,post_quali,51.2531,1.0465,0.019511
2020_NET_ZANDVO_SAR_PRE,2020_NET_ZANDVO,SAR,pre,10.7661,1.096,0.092884
2020_NET_ZANDVO_SAR_POST,2020_NET_ZANDVO,SAR,post_quali,10.0792,1.0465,0.099214
2020_NET_ZANDVO_LAW_PRE,2020_NET_ZANDVO,LAW,pre,5.7742,1.096,0.173185
2020_NET_ZANDVO_LAW_POST,2020_NET_ZANDVO,LAW,post_quali,5.9743,1.0465,0.167385
2020_BAH_BAHRAI_VER_PRE,2020_BAH_BAHRAI,VER,pre,18.0587,1.1084,0.055375
2020_BAH_BAHRAI_VER_POST,2020_BAH_BAHRAI,VER,post_quali,17.466,1.0373,0.057254
2020_BAH_BAHRAI_PER_PRE,2020_BAH_BAHRAI,PER,pre,12.732,1.1084,0.078542
2020_BAH_BAHRAI_PER_POST,2020_BAH_BAHRAI,PER,post_quali,13.6093,1.0373,0.073479
2020_BAH_BAHRAI_HAM_PRE,2020_BAH_BAHRAI,HAM,pre,34.3702,1.1084,0.029095
2020_BAH_BAHRAI_HAM_POST,2020_BAH_BAHRAI,HAM,post_quali,38.1417,1.0373,0.026218
2020_BAH_BAHRAI_RUS_PRE,2020_BAH_BAHRAI,RUS,pre,30.4962,1.1084,0.032791
2020_BAH_BAHRAI_RUS_POST,2020_BAH_BAHRAI,RUS,post_quali,30.6222,1.0373,0.032656
2020_BAH_BAHRAI_LEC_PRE,2020_BAH_BAHRAI,LEC,pre,59.5026,1.1084,0.016806
2020_BAH_BAHRAI_LEC_POST,2020_BAH_BAHRAI,LEC,post_quali,67.7048,1.0373,0.01477
2020_BAH_BAHRAI_SAI_PRE,2020_BAH_BAHRAI,SAI,pre,55.4078,1.1084,0.018048
2020_BAH_BAHRAI_SAI_POST,2020_BAH_BAHRAI,SAI,post_quali,59.97,1.0373,0.016675
2020_BAH_BAHRAI_NOR_PRE,2020_BAH_BAHRAI,NOR,pre,47.1498,1.1084,0.021209
2020_BAH_BAHRAI_NOR_POST,2020_BAH_BAHRAI,NOR,post_quali,48.5437,1.0373,0.0206
2020_BAH_BAHRAI_PIA_PRE,2020_BAH_BAHRAI,PIA,pre,67.4536,1.1084,0.014825
2020_BAH_BAHRAI_PIA_POST,2020_BAH_BAHRAI,PIA,post_quali,78.6968,1.0373,0.012707
2020_BAH_BAHRAI_ALO_PRE,2020_BAH_BAHRAI,ALO,pre,8.2853,1.1084,0.120696
2020_BAH_BAHRAI_ALO_POST,2020_BAH_BAHRAI,ALO,post_quali,7.9138,1.0373,0.126361
2020_BAH_BAHRAI_STR_PRE,2020_BAH_BAHRAI,STR,pre,10.4654,1.1084,0.095553
2020_BAH_BAHRAI_STR_POST,2020_BAH_BAHRAI,STR,post_quali,10.3782,1.0373,0.096356
2020_BAH_BAHRAI_OCO_PRE,2020_BAH_BAHRAI,OCO,pre,38.5981,1.1084,0.025908
2020_BAH_BAHRAI_OCO_POST,2020_BAH_BAHRAI,OCO,post_quali,39.2449,1.0373,0.025481
2020_BAH_BAHRAI_GAS_PRE,2020_BAH_BAHRAI,GAS,pre,39.733,1.1084,0.025168
2020_BAH_BAHRAI_GAS_POST,2020_BAH_BAHRAI,GAS,post_quali,41.4233,1.0373,0.024141
2020_BAH_BAHRAI_ALB_PRE,2020_BAH_BAHRAI,ALB,pre,78.6349,1.1084,0.012717
2020_BAH_BAHRAI_ALB_POST,2020_BAH_BAHRAI,ALB,post_quali,90.5961,1.0373,0.011038
2020_BAH_BAHRAI_TSU_PRE,2020_BAH_BAHRAI,TSU,pre,117.1509,1.1084,0.008536
2020_BAH_BAHRAI_TSU_POST,2020_BAH_BAHRAI,TSU,post_quali,138.3892,1.0373,0.007226
2020_BAH_BAHRAI_HUL_PRE,2020_BAH_BAHRAI,HUL,pre,12.3435,1.1084,0.081014
2020_BAH_BAHRAI_HUL_POST,2020_BAH_BAHRAI,HUL,post_quali,13.5281,1.0373,0.07392
2020_BAH_BAHRAI_BOT_PRE,2020_BAH_BAHRAI,BOT,pre,19.5137,1.1084,0.051246
2020_BAH_BAHRAI_BOT_POST,2020_BAH_BAHRAI,BOT,post_quali,19.1106,1.0373,0.052327
2020_BAH_BAHRAI_MAG_PRE,2020_BAH_BAHRAI,MAG,pre,56.7666,1.1084,0.017616
2020_BAH_BAHRAI_MAG_POST,2020_BAH_BAHRAI,MAG,post_quali,63.7918,1.0373,0.015676
2020_BAH_BAHRAI_ZHO_PRE,2020_BAH_BAHRAI,ZHO,pre,58.2547,1.1084,0.017166
2020_BAH_BAHRAI_ZHO_POST,2020_BAH_BAHRAI,ZHO,post_quali,61.4968,1.0373,0.016261
2020_BAH_BAHRAI_SAR_PRE,2020_BAH_BAHRAI,SAR,pre,10.8595,1.1084,0.092085
2020_BAH_BAHRAI_SAR_POST,2020_BAH_BAHRAI,SAR,post_quali,10.2438,1.0373,0.09762
2020_BAH_BAHRAI_LAW_PRE,2020_BAH_BAHRAI,LAW,pre,5.3878,1.1084,0.185603
2020_BAH_BAHRAI_LAW_POST,2020_BAH_BAHRAI,LAW,post_quali,5.0192,1.0373,0.199233
2020_CHI_SHANGH_RIC_PRE,2020_CHI_SHANGH,RIC,pre,15.4452,1.1067,0.064745
2020_CHI_SHANGH_RIC_POST,2020_CHI_SHANGH,RIC,post_quali,14.3893,1.0623,0.069496
2020_CHI_SHANGH_DEV_PRE,2020_CHI_SHANGH,DEV,pre,57.9106,1.1067,0.017268
2020_CHI_SHANGH_DEV_POST,2020_CHI_SHANGH,DEV,post_quali,68.1989,1.0623,0.014663
2020_CHI_SHANGH_HAM_PRE,2020_CHI_SHANGH,HAM,pre,24.3623,1.1067,0.041047
2020_CHI_SHANGH_HAM_POST,2020_CHI_SHANGH,HAM,post_quali,24.1604,1.0623,0.04139
2020_CHI_SHANGH_RUS_PRE,2020_CHI_SHANGH,RUS,pre,19.3847,1.1067,0.051587
2020_CHI_SHANGH_RUS_POST,2020_CHI_SHANGH,RUS,post_quali,18.9265,1.0623,0.052836
2020_CHI_SHANGH_LEC_PRE,2020_CHI_SHANGH,LEC,pre,46.6157,1.1067,0.021452
2020_CHI_SHANGH_LEC_POST,2020_CHI_SHANGH,LEC,post_quali,49.985,1.0623,0.020006
2020_CHI_SHANGH_SAI_PRE,2020_CHI_SHANGH,SAI,pre,36.1781,1.1067,0.027641
2020_CHI_SHANGH_SAI_POST,2020_CHI_SHANGH,SAI,post_quali,38.1927,1.0623,0.026183
2020_CHI_SHANGH_NOR_PRE,2020_CHI_SHANGH,NOR,pre,36.7404,1.1067,0.027218
2020_CHI_SHANGH_NOR_POST,2020_CHI_SHANGH,NOR,post_quali,40.0176,1.0623,0.024989
2020_CHI_SHANGH_PIA_PRE,2020_CHI_SHANGH,PIA,pre,55.2059,1.1067,0.018114
2020_CHI_SHANGH_PIA_POST,2020_CHI_SHANGH,PIA,post_quali,66.0415,1.0623,0.015142
2020_CHI_SHANGH_MSC_PRE,2020_CHI_SHANGH,MSC,pre,31.2637,1.1067,0.031986
2020_CHI_SHANGH_MSC_POST,2020_CHI_SHANGH,MSC,post_quali,32.4929,1.0623,0.030776
2020_CHI_SHANGH_DEV_PRE,2020_CHI_SHANGH,DEV,pre,57.9106,1.1067,0.017268
2020_CHI_SHANGH_DEV_POST,2020_CHI_SHANGH,DEV,post_quali,68.1989,1.0623,0.014663
2020_CHI_SHANGH_MSC_PRE,2020_CHI_SHANGH,MSC,pre,31.2637,1.1067,0.031986
2020_CHI_SHANGH_MSC_POST,2020_CHI_SHANGH,MSC,post_quali,32.4929,1.0623,0.030776
2020_CHI_SHANGH_GAS_PRE,2020_CHI_SHANGH,GAS,pre,31.3411,1.1067,0.031907
2020_CHI_SHANGH_GAS_POST,2020_CHI_SHANGH,GAS,post_quali,31.5706,1.0623,0.031675
2020_CHI_SHANGH_ALB_PRE,2020_CHI_SHANGH,ALB,pre,51.843,1.1067,0.019289
2020_CHI_SHANGH_ALB_POST,2020_CHI_SHANGH,ALB,post_quali,57.3559,1.0623,0.017435
2020_CHI_SHANGH_TSU_PRE,2020_CHI_SHANGH,TSU,pre,67.1006,1.1067,0.014903
2020_CHI_SHANGH_TSU_POST,2020_CHI_SHANGH,TSU,post_quali,81.5328,1.0623,0.012265
2020_CHI_SHANGH_HUL_PRE,2020_CHI_SHANGH,HUL,pre,10.0661,1.1067,0.099343
2020_CHI_SHANGH_HUL_POST,2020_CHI_SHANGH,HUL,post_quali,9.2326,1.0623,0.108312
2020_CHI_SHANGH_BOT_PRE,2020_CHI_SHANGH,BOT,pre,16.8853,1.1067,0.059223
2020_CHI_SHANGH_BOT_POST,2020_CHI_SHANGH,BOT,post_quali,15.9788,1.0623,0.062583
2020_CHI_SHANGH_DEV_PRE,2020_CHI_SHANGH,DEV,pre,57.9106,1.1067,0.017268
2020_CHI_SHANGH_DEV_POST,2020_CHI_SHANGH,DEV,post_quali,68.1989,1.0623,0.014663
2020_CHI_SHANGH_DEV_PRE,2020_CHI_SHANGH,DEV,pre,57.9106,1.1067,0.017268
2020_CHI_SHANGH_DEV_POST,2020_CHI_SHANGH,DEV,post_quali,68.1989,1.0623,0.014663
2020_CHI_SHANGH_SAR_PRE,2020_CHI_SHANGH,SAR,pre,10.2337,1.1067,0.097716
2020_CHI_SHANGH_SAR_POST,2020_CHI_SHANGH,SAR,post_quali,9.2408,1.0623,0.108216
2020_CHI_SHANGH_DRI_PRE,2020_CHI_SHANGH,DRI,pre,5.9568,1.1067,0.167874
2020_CHI_SHANGH_DRI_POST,2020_CHI_SHANGH,DRI,post_quali,5.7258,1.0623,0.174648
2020_UK_SILVER_VER_PRE,2020_UK_SILVER,VER,pre,16.5876,1.0656,0.060286
2020_UK_SILVER_VER_POST,2020_UK_SILVER,VER,post_quali,16.5964,1.0609,0.060254
2020_UK_SILVER_PER_PRE,2020_UK_SILVER,PER,pre,10.887,1.0656,0.091853
2020_UK_SILVER_PER_POST,2020_UK_SILVER,PER,post_quali,10.6239,1.0609,0.094127
2020_UK_SILVER_HAM_PRE,2020_UK_SILVER,HAM,pre,34.6681,1.0656,0.028845
2020_UK_SILVER_HAM_POST,2020_UK_SILVER,HAM,post_quali,36.9235,1.0609,0.027083
2020_UK_SILVER_RUS_PRE,2020_UK_SILVER,RUS,pre,28.9948,1.0656,0.034489
2020_UK_SILVER_RUS_POST,2020_UK_SILVER,RUS,post_quali,30.498,1.0609,0.032789
2020_UK_SILVER_LEC_PRE,2020_UK_SILVER,LEC,pre,55.322,1.0656,0.018076
2020_UK_SILVER_LEC_POST,2020_UK_SILVER,LEC,post_quali,63.5122,1.0609,0.015745
2020_UK_SILVER_SAI_PRE,2020_UK_SILVER,SAI,pre,41.8585,1.0656,0.02389
2020_UK_SILVER_SAI_POST,2020_UK_SILVER,SAI,post_quali,45.1427,1.0609,0.022152
2020_UK_SILVER_NOR_PRE,2020_UK_SILVER,NOR,pre,43.0904,1.0656,0.023207
2020_UK_SILVER_NOR_POST,2020_UK_SILVER,NOR,post_quali,43.6567,1.0609,0.022906
2020_UK_SILVER_PIA_PRE,2020_UK_SILVER,PIA,pre,88.199,1.0656,0.011338
2020_UK_SILVER_PIA_POST,2020_UK_SILVER,PIA,post_quali,96.3113,1.0609,0.010383
2020_UK_SILVER_ALO_PRE,2020_UK_SILVER,ALO,pre,8.22,1.0656,0.121654
2020_UK_SILVER_ALO_POST,2020_UK_SILVER,ALO,post_quali,7.8233,1.0609,0.127823
2020_UK_SILVER_STR_PRE,2020_UK_SILVER,STR,pre,14.1599,1.0656,0.070622
2020_UK_SILVER_STR_POST,2020_UK_SILVER,STR,post_quali,13.6461,1.0609,0.073281
2020_UK_SILVER_OCO_PRE,2020_UK_SILVER,OCO,pre,53.0307,1.0656,0.018857
2020_UK_SILVER_OCO_POST,2020_UK_SILVER,OCO,post_quali,59.3789,1.0609,0.016841
2020_UK_SILVER_GAS_PRE,2020_UK_SILVER,GAS,pre,34.8675,1.0656,0.02868
2020_UK_SILVER_GAS_POST,2020_UK_SILVER,GAS,post_quali,38.555,1.0609,0.025937
2020_UK_SILVER_ALB_PRE,2020_UK_SILVER,ALB,pre,75.9936,1.0656,0.013159
2020_UK_SILVER_ALB_POST,2020_UK_SILVER,ALB,post_quali,89.4534,1.0609,0.011179
2020_UK_SILVER_TSU_PRE,2020_UK_SILVER,TSU,pre,102.7855,1.0656,0.009729
2020_UK_SILVER_TSU_POST,2020_UK_SILVER,TSU,post_quali,122.519,1.0609,0.008162
2020_UK_SILVER_HUL_PRE,2020_UK_SILVER,HUL,pre,10.5834,1.0656,0.094488
2020_UK_SILVER_HUL_POST,2020_UK_SILVER,HUL,post_quali,10.4575,1.0609,0.095625
2020_UK_SILVER_BOT_PRE,2020_UK_SILVER,BOT,pre,21.7817,1.0656,0.04591
2020_UK_SILVER_BOT_POST,2020_UK_SILVER,BOT,post_quali,22.626,1.0609,0.044197
2020_UK_SILVER_MAG_PRE,2020_UK_SILVER,MAG,pre,63.0239,1.0656,0.015867
2020_UK_SILVER_MAG_POST,2020_UK_SILVER,MAG,post_quali,73.2601,1.0609,0.01365
2020_UK_SILVER_ZHO_PRE,2020_UK_SILVER,ZHO,pre,52.3259,1.0656,0.019111
2020_UK_SILVER_ZHO_POST,2020_UK_SILVER,ZHO,post_quali,59.3225,1.0609,0.016857
2020_UK_SILVER_SAR_PRE,2020_UK_SILVER,SAR,pre,14.4103,1.0656,0.069395
2020_UK_SILVER_SAR_POST,2020_UK_SILVER,SAR,post_quali,14.7831,1.0609,0.067645
2020_UK_SILVER_LAW_PRE,2020_UK_SILVER,LAW,pre,4.9864,1.0656,0.200545
2020_UK_SILVER_LAW_POST,2020_UK_SILVER,LAW,post_quali,4.6868,1.0609,0.213365
2020_AZE_BAKU_VER_PRE,2020_AZE_BAKU,VER,pre,15.6529,1.0709,0.063886
2020_AZE_BAKU_VER_POST,2020_AZE_BAKU,VER,post_quali,15.3908,1.0667,0.064974
2020_AZE_BAKU_PER_PRE,2020_AZE_BAKU,PER,pre,10.3179,1.0709,0.096919
2020_AZE_BAKU_PER_POST,2020_AZE_BAKU,PER,post_quali,10.2726,1.0667,0.097346
2020_AZE_BAKU_HAM_PRE,2020_AZE_BAKU,HAM,pre,27.6648,1.0709,0.036147
2020_AZE_BAKU_HAM_POST,2020_AZE_BAKU,HAM,post_quali,28.5959,1.0667,0.03497
2020_AZE_BAKU_RUS_PRE,2020_AZE_BAKU,RUS,pre,26.224,1.0709,0.038133
2020_AZE_BAKU_RUS_POST,2020_AZE_BAKU,RUS,post_quali,26.7702,1.0667,0.037355
2020_AZE_BAKU_LEC_PRE,2020_AZE_BAKU,LEC,pre,63.2831,1.0709,0.015802
2020_AZE_BAKU_LEC_POST,2020_AZE_BAKU,LEC,post_quali,70.5069,1.0667,0.014183
2020_AZE_BAKU_SAI_PRE,2020_AZE_BAKU,SAI,pre,44.6289,1.0709,0.022407
2020_AZE_BAKU_SAI_POST,2020_AZE_BAKU,SAI,post_quali,52.9325,1.0667,0.018892
2020_AZE_BAKU_NOR_PRE,2020_AZE_BAKU,NOR,pre,34.459,1.0709,0.02902
2020_AZE_BAKU_NOR_POST,2020_AZE_BAKU,NOR,post_quali,36.5203,1.0667,0.027382
2020_AZE_BAKU_PIA_PRE,2020_AZE_BAKU,PIA,pre,53.7028,1.0709,0.018621
2020_AZE_BAKU_PIA_POST,2020_AZE_BAKU,PIA,post_quali,60.584,1.0667,0.016506
2020_AZE_BAKU_ALO_PRE,2020_AZE_BAKU,ALO,pre,9.0075,1.0709,0.111019
2020_AZE_BAKU_ALO_POST,2020_AZE_BAKU,ALO,post_quali,8.7465,1.0667,0.114331
2020_AZE_BAKU_STR_PRE,2020_AZE_BAKU,STR,pre,14.8898,1.0709,0.06716
2020_AZE_BAKU_STR_POST,2020_AZE_BAKU,STR,post_quali,14.1016,1.0667,0.070914
2020_AZE_BAKU_OCO_PRE,2020_AZE_BAKU,OCO,pre,36.9235,1.0709,0.027083
2020_AZE_BAKU_OCO_POST,2020_AZE_BAKU,OCO,post_quali,40.1236,1.0667,0.024923
2020_AZE_BAKU_GAS_PRE,2020_AZE_BAKU,GAS,pre,35.1099,1.0709,0.028482
2020_AZE_BAKU_GAS_POST,2020_AZE_BAKU,GAS,post_quali,37.6776,1.0667,0.026541
2020_AZE_BAKU_ALB_PRE,2020_AZE_BAKU,ALB,pre,66.6356,1.0709,0.015007
2020_AZE_BAKU_ALB_POST,2020_AZE_BAKU,ALB,post_quali,77.0772,1.0667,0.012974
2020_AZE_BAKU_TSU_PRE,2020_AZE_BAKU,TSU,pre,107.2271,1.0709,0.009326
2020_AZE_BAKU_TSU_POST,2020_AZE_BAKU,TSU,post_quali,125.5966,1.0667,0.007962
2020_AZE_BAKU_HUL_PRE,2020_AZE_BAKU,HUL,pre,12.6821,1.0709,0.078851
2020_AZE_BAKU_HUL_POST,2020_AZE_BAKU,HUL,post_quali,12.7854,1.0667,0.078214
2020_AZE_BAKU_BOT_PRE,2020_AZE_BAKU,BOT,pre,25.7858,1.0709,0.038781
2020_AZE_BAKU_BOT_POST,2020_AZE_BAKU,BOT,post_quali,26.9891,1.0667,0.037052
2020_AZE_BAKU_MAG_PRE,2020_AZE_BAKU,MAG,pre,64.6747,1.0709,0.015462
2020_AZE_BAKU_MAG_POST,2020_AZE_BAKU,MAG,post_quali,73.8825,1.0667,0.013535
2020_AZE_BAKU_ZHO_PRE,2020_AZE_BAKU,ZHO,pre,48.8591,1.0709,0.020467
2020_AZE_BAKU_ZHO_POST,2020_AZE_BAKU,ZHO,post_quali,53.7606,1.0667,0.018601
2020_AZE_BAKU_SAR_PRE,2020_AZE_BAKU,SAR,pre,10.2198,1.0709,0.097849
2020_AZE_BAKU_SAR_POST,2020_AZE_BAKU,SAR,post_quali,9.8006,1.0667,0.102035
2020_AZE_BAKU_LAW_PRE,2020_AZE_BAKU,LAW,pre,5.897,1.0709,0.169578
2020_AZE_BAKU_LAW_POST,2020_AZE_BAKU,LAW,post_quali,5.5154,1.0667,0.18131
2020_BRA_INTERL_VER_PRE,2020_BRA_INTERL,VER,pre,17.7157,1.0883,0.056447
2020_BRA_INTERL_VER_POST,2020_BRA_INTERL,VER,post_quali,17.9006,1.0377,0.055864
2020_BRA_INTERL_PER_PRE,2020_BRA_INTERL,PER,pre,8.8634,1.0883,0.112823
2020_BRA_INTERL_PER_POST,2020_BRA_INTERL,PER,post_quali,8.6263,1.0377,0.115925
2020_BRA_INTERL_HAM_PRE,2020_BRA_INTERL,HAM,pre,24.3677,1.0883,0.041038
2020_BRA_INTERL_HAM_POST,2020_BRA_INTERL,HAM,post_quali,25.8839,1.0377,0.038634
2020_BRA_INTERL_RUS_PRE,2020_BRA_INTERL,RUS,pre,23.2207,1.0883,0.043065
2020_BRA_INTERL_RUS_POST,2020_BRA_INTERL,RUS,post_quali,24.3593,1.0377,0.041052
2020_BRA_INTERL_LEC_PRE,2020_BRA_INTERL,LEC,pre,53.4559,1.0883,0.018707
2020_BRA_INTERL_LEC_POST,2020_BRA_INTERL,LEC,post_quali,58.9518,1.0377,0.016963
2020_BRA_INTERL_SAI_PRE,2020_BRA_INTERL,SAI,pre,35.4773,1.0883,0.028187
2020_BRA_INTERL_SAI_POST,2020_BRA_INTERL,SAI,post_quali,36.299,1.0377,0.027549
2020_BRA_INTERL_NOR_PRE,2020_BRA_INTERL,NOR,pre,36.9072,1.0883,0.027095
2020_BRA_INTERL_NOR_POST,2020_BRA_INTERL,NOR,post_quali,42.2583,1.0377,0.023664
2020_BRA_INTERL_PIA_PRE,2020_BRA_INTERL,PIA,pre,56.1703,1.0883,0.017803
2020_BRA_INTERL_PIA_POST,2020_BRA_INTERL,PIA,post_quali,66.7735,1.0377,0.014976
2020_BRA_INTERL_ALO_PRE,2020_BRA_INTERL,ALO,pre,10.5928,1.0883,0.094404
2020_BRA_INTERL_ALO_POST,2020_BRA_INTERL,ALO,post_quali,10.1813,1.0377,0.098219
2020_BRA_INTERL_STR_PRE,2020_BRA_INTERL,STR,pre,18.0584,1.0883,0.055376
2020_BRA_INTERL_STR_POST,2020_BRA_INTERL,STR,post_quali,17.7964,1.0377,0.056191
2020_BRA_INTERL_OCO_PRE,2020_BRA_INTERL,OCO,pre,40.9366,1.0883,0.024428
2020_BRA_INTERL_OCO_POST,2020_BRA_INTERL,OCO,post_quali,44.5851,1.0377,0.022429
2020_BRA_INTERL_GAS_PRE,2020_BRA_INTERL,GAS,pre,39.8581,1.0883,0.025089
2020_BRA_INTERL_GAS_POST,2020_BRA_INTERL,GAS,post_quali,41.2933,1.0377,0.024217
2020_BRA_INTERL_ALB_PRE,2020_BRA_INTERL,ALB,pre,74.2611,1.0883,0.013466
2020_BRA_INTERL_ALB_POST,2020_BRA_INTERL,ALB,post_quali,82.9256,1.0377,0.012059
2020_BRA_INTERL_TSU_PRE,2020_BRA_INTERL,TSU,pre,84.1893,1.0883,0.011878
2020_BRA_INTERL_TSU_POST,2020_BRA_INTERL,TSU,post_quali,98.8338,1.0377,0.010118
2020_BRA_INTERL_HUL_PRE,2020_BRA_INTERL,HUL,pre,13.1172,1.0883,0.076236
2020_BRA_INTERL_HUL_POST,2020_BRA_INTERL,HUL,post_quali,13.0893,1.0377,0.076398
2020_BRA_INTERL_BOT_PRE,2020_BRA_INTERL,BOT,pre,30.0192,1.0883,0.033312
2020_BRA_INTERL_BOT_POST,2020_BRA_INTERL,BOT,post_quali,32.2893,1.0377,0.03097
2020_BRA_INTERL_MAG_PRE,2020_BRA_INTERL,MAG,pre,74.129,1.0883,0.01349
2020_BRA_INTERL_MAG_POST,2020_BRA_INTERL,MAG,post_quali,85.9476,1.0377,0.011635
2020_BRA_INTERL_ZHO_PRE,2020_BRA_INTERL,ZHO,pre,55.0843,1.0883,0.018154
2020_BRA_INTERL_ZHO_POST,2020_BRA_INTERL,ZHO,post_quali,62.2859,1.0377,0.016055
2020_BRA_INTERL_SAR_PRE,2020_BRA_INTERL,SAR,pre,10.9491,1.0883,0.091332
2020_BRA_INTERL_SAR_POST,2020_BRA_INTERL,SAR,post_quali,10.3931,1.0377,0.096218
2020_BRA_INTERL_LAW_PRE,2020_BRA_INTERL,LAW,pre,5.059,1.0883,0.197669
2020_BRA_INTERL_LAW_POST,2020_BRA_INTERL,LAW,post_quali,4.7424,1.0377,0.210864
2020_ABU_MARINA_VER_PRE,2020_ABU_MARINA,VER,pre,13.5252,1.0688,0.073936
2020_ABU_MARINA_VER_POST,2020_ABU_MARINA,VER,post_quali,13.9059,1.0337,0.071912
2020_ABU_MARINA_PER_PRE,2020_ABU_MARINA,PER,pre,10.9166,1.0688,0.091604
2020_ABU_MARINA_PER_POST,2020_ABU_MARINA,PER,post_quali,10.4129,1.0337,0.096035
2020_ABU_MARINA_HAM_PRE,2020_ABU_MARINA,HAM,pre,31.5408,1.0688,0.031705
2020_ABU_MARINA_HAM_POST,2020_ABU_MARINA,HAM,post_quali,33.6678,1.0337,0.029702
2020_ABU_MARINA_RUS_PRE,2020_ABU_MARINA,RUS,pre,21.9077,1.0688,0.045646
2020_ABU_MARINA_RUS_POST,2020_ABU_MARINA,RUS,post_quali,21.9684,1.0337,0.04552
2020_ABU_MARINA_LEC_PRE,2020_ABU_MARINA,LEC,pre,59.2698,1.0688,0.016872
2020_ABU_MARINA_LEC_POST,2020_ABU_MARINA,LEC,post_quali,65.6814,1.0337,0.015225
2020_ABU_MARINA_SAI_PRE,2020_ABU_MARINA,SAI,pre,45.3227,1.0688,0.022064
2020_ABU_MARINA_SAI_POST,2020_ABU_MARINA,SAI,post_quali,47.1854,1.0337,0.021193
2020_ABU_MARINA_NOR_PRE,2020_ABU_MARINA,NOR,pre,44.2615,1.0688,0.022593
2020_ABU_MARINA_NOR_POST,2020_ABU_MARINA,NOR,post_quali,48.4426,1.0337,0.020643
2020_ABU_MARINA_PIA_PRE,2020_ABU_MARINA,PIA,pre,56.8764,1.0688,0.017582
2020_ABU_MARINA_PIA_POST,2020_ABU_MARINA,PIA,post_quali,63.8244,1.0337,0.015668
2020_ABU_MARINA_ALO_PRE,2020_ABU_MARINA,ALO,pre,7.552,1.0688,0.132415
2020_ABU_MARINA_ALO_POST,2020_ABU_MARINA,ALO,post_quali,7.2942,1.0337,0.137096
2020_ABU_MARINA_STR_PRE,2020_ABU_MARINA,STR,pre,17.1303,1.0688,0.058376
2020_ABU_MARINA_STR_POST,2020_ABU_MARINA,STR,post_quali,16.7538,1.0337,0.059688
2020_ABU_MARINA_OCO_PRE,2020_ABU_MARINA,OCO,pre,36.6515,1.0688,0.027284
2020_ABU_MARINA_OCO_POST,2020_ABU_MARINA,OCO,post_quali,38.6384,1.0337,0.025881
2020_ABU_MARINA_GAS_PRE,2020_ABU_MARINA,GAS,pre,42.0521,1.0688,0.02378
2020_ABU_MARINA_GAS_POST,2020_ABU_MARINA,GAS,post_quali,45.4525,1.0337,0.022001
2020_ABU_MARINA_ALB_PRE,2020_ABU_MARINA,ALB,pre,54.8306,1.0688,0.018238
2020_ABU_MARINA_ALB_POST,2020_ABU_MARINA,ALB,post_quali,62.3014,1.0337,0.016051
2020_ABU_MARINA_TSU_PRE,2020_ABU_MARINA,TSU,pre,104.9869,1.0688,0.009525
2020_ABU_MARINA_TSU_POST,2020_ABU_MARINA,TSU,post_quali,123.8543,1.0337,0.008074
2020_ABU_MARINA_HUL_PRE,2020_ABU_MARINA,HUL,pre,13.5602,1.0688,0.073745
2020_ABU_MARINA_HUL_POST,2020_ABU_MARINA,HUL,post_quali,12.6151,1.0337,0.07927
